index,id,title,url,duration_seconds,transcript_status,asr_status
21,9Ecx6g8ez1k,當我以為我是絕命毒師,https://www.youtube.com/watch?v=9Ecx6g8ez1k,573.0,not_checked,pending
36,DcXyt4C-07E,開箱不丹 Paro 最有特色的 五星級 傳統宮殿飯店,https://www.youtube.com/watch?v=DcXyt4C-07E,337.0,not_checked,pending
44,FusQOi4BGYw,越南來都來了,https://www.youtube.com/watch?v=FusQOi4BGYw,1214.0,not_checked,pending
47,sK-IzrpapTo,開箱我買的房車，公開價格，沒錯我之後就住這,https://www.youtube.com/watch?v=sK-IzrpapTo,530.0,not_checked,pending
163,rIupufjIp5M,各位觀眾,https://www.youtube.com/watch?v=rIupufjIp5M,154.0,not_checked,pending
