index,id,title,url,duration_seconds,themes,assets
190,hWb2_NEPebI,我用ChatGPT幫我自動交易,https://www.youtube.com/watch?v=hWb2_NEPebI,701.0,,
191,FyUKux68iag,公開我的Youtube所有運營成本,https://www.youtube.com/watch?v=FyUKux68iag,748.0,portfolio_disclosure,
192,4ZFMZUTfi4M,公開我被裁員前的年薪,https://www.youtube.com/watch?v=4ZFMZUTfi4M,600.0,portfolio_disclosure;career_wealth,
193,wSc3nGM8GOY,關於我被裁員那集影片...,https://www.youtube.com/watch?v=wSc3nGM8GOY,439.0,career_wealth,
194,e5n6XXhEK4U,我被裁員了,https://www.youtube.com/watch?v=e5n6XXhEK4U,835.0,career_wealth,
195,-A0I6qZ5cZw,內向的人怎麼練英語 @CamblyGlobal,https://www.youtube.com/watch?v=-A0I6qZ5cZw,530.0,,
196,lAoXCHSCVT0,我每個月花$0供美國百萬新家,https://www.youtube.com/watch?v=lAoXCHSCVT0,636.0,,
197,Ng14_K-W6wQ,為什麼電力會免費,https://www.youtube.com/watch?v=Ng14_K-W6wQ,484.0,,
198,kXVlrSjSPUE,投資特斯拉的致命風險,https://www.youtube.com/watch?v=kXVlrSjSPUE,640.0,equities_single_names,TSLA / Tesla
199,Cm23CquLasU,公開詐騙廠商業配價碼,https://www.youtube.com/watch?v=Cm23CquLasU,703.0,portfolio_disclosure,
200,Dgjic4BbjGs,我要被AI取代了嗎？,https://www.youtube.com/watch?v=Dgjic4BbjGs,668.0,,
201,gnDxkZJxs4A,如何累積職場信譽,https://www.youtube.com/watch?v=gnDxkZJxs4A,594.0,career_wealth,
202,1-IwQm9ybsA,特斯拉影響報告：這個世界還有救,https://www.youtube.com/watch?v=1-IwQm9ybsA,748.0,equities_single_names,TSLA / Tesla
203,BkszA-MvjXA,誠徵資深實習生｜面試過程公開,https://www.youtube.com/watch?v=BkszA-MvjXA,1216.0,portfolio_disclosure;career_wealth,
204,HApApK3G6MA,矽谷剛畢業工程師收入？開銷？@kellytsaii,https://www.youtube.com/watch?v=HApApK3G6MA,1099.0,portfolio_disclosure;career_wealth,
205,ZKqWsYqqClg,美元的末日？通膨才正開始,https://www.youtube.com/watch?v=ZKqWsYqqClg,688.0,macro_regime,
206,aGowhfZFpFI,矽谷銀行SVB倒閉的真相,https://www.youtube.com/watch?v=aGowhfZFpFI,951.0,,
207,sDGc4fK7O_U,如何成為時間管理大師,https://www.youtube.com/watch?v=sDGc4fK7O_U,717.0,,
208,f7jJU6qoxe8,為什麼我是ISTJ：最可靠的人格,https://www.youtube.com/watch?v=f7jJU6qoxe8,606.0,,
209,94Yu6n_Hw58,比特幣為什麼現在買,https://www.youtube.com/watch?v=94Yu6n_Hw58,612.0,crypto,Bitcoin
210,YESQyP49-Mg,投資AI人工智慧5間最有潛力公司,https://www.youtube.com/watch?v=YESQyP49-Mg,715.0,,
211,GoDzWt6ESh8,為什麼你不需要蘋果M2 Max,https://www.youtube.com/watch?v=GoDzWt6ESh8,620.0,,
212,2m_FB0hCdmk,開箱我在西雅圖的百萬新家,https://www.youtube.com/watch?v=2m_FB0hCdmk,864.0,,
213,Pp78kf_6d3g,我30歲了還沒有車,https://www.youtube.com/watch?v=Pp78kf_6d3g,564.0,,
214,V8-s0FE3nF4,特斯拉員工對股票暴跌的反應？工作8個月像過了3年。,https://www.youtube.com/watch?v=V8-s0FE3nF4,1930.0,equities_single_names,TSLA / Tesla
215,k3Gh_5JrFa4,回顧2022,https://www.youtube.com/watch?v=k3Gh_5JrFa4,707.0,,
216,l-GLv-a9Pco,我問AI機器人面試的題目｜ChatGPT,https://www.youtube.com/watch?v=l-GLv-a9Pco,876.0,career_wealth,
217,QuLOU6uYKyI,2023年經濟衰退該怎麼投資？,https://www.youtube.com/watch?v=QuLOU6uYKyI,1459.0,,
218,lgVir_IqQ28,特斯拉暴跌63%還有救嗎,https://www.youtube.com/watch?v=lgVir_IqQ28,779.0,equities_single_names,TSLA / Tesla
219,pLfpDHfKHHs,當個有錢的工程師｜掌握未來趨勢,https://www.youtube.com/watch?v=pLfpDHfKHHs,769.0,career_wealth,
220,bpx08OOZmeQ,加密貨幣骨牌大崩塌,https://www.youtube.com/watch?v=bpx08OOZmeQ,810.0,crypto,
221,lnxs2Kup3sQ,泰瑞對戰交易員,https://www.youtube.com/watch?v=lnxs2Kup3sQ,909.0,,
222,IAq64jL6228,開箱我花5萬美金裝潢的Airbnb,https://www.youtube.com/watch?v=IAq64jL6228,911.0,real_estate,Airbnb / rental real estate
223,ixmEqAsYUas,1929年大蕭條即將重演？,https://www.youtube.com/watch?v=ixmEqAsYUas,814.0,,
224,ZxEkw_OWvxA,20萬訂閱Q&A,https://www.youtube.com/watch?v=ZxEkw_OWvxA,909.0,,
225,9gqqCkWaP50,我的100萬美金年薪公開,https://www.youtube.com/watch?v=9gqqCkWaP50,718.0,portfolio_disclosure,
226,Awuhw2y1AgY,工程師在山上工作的一天,https://www.youtube.com/watch?v=Awuhw2y1AgY,644.0,career_wealth,
227,B0kUs1tZWUo,來加拿大讀書怎麼選？,https://www.youtube.com/watch?v=B0kUs1tZWUo,635.0,,
228,si_Cfyj2nCg,科技業必備職場心理素質,https://www.youtube.com/watch?v=si_Cfyj2nCg,1317.0,career_wealth,
229,3oyROW1YKdY,經濟崩塌就在眼前,https://www.youtube.com/watch?v=3oyROW1YKdY,656.0,,
230,ufoK9DxJt3o,吸雅圖@ChenLily,https://www.youtube.com/watch?v=ufoK9DxJt3o,709.0,,
231,ofitybjcHz0,矽谷大神來了｜Part2,https://www.youtube.com/watch?v=ofitybjcHz0,1093.0,,
232,z6wMUaErCxU,矽谷大神來了｜Part1,https://www.youtube.com/watch?v=z6wMUaErCxU,1108.0,,
233,SvOV80Rlpqk,複製交易能賺錢嗎？,https://www.youtube.com/watch?v=SvOV80Rlpqk,880.0,,
234,k4K1uNM4S_k,特斯拉估值過高？,https://www.youtube.com/watch?v=k4K1uNM4S_k,703.0,equities_single_names,TSLA / Tesla
235,0xKLVJuBRCU,如何準備行為面試｜BQ Interview Prep,https://www.youtube.com/watch?v=0xKLVJuBRCU,602.0,career_wealth,
236,YKcagGAZRz0,AI科學家薪資公開｜16萬美金簽字費,https://www.youtube.com/watch?v=YKcagGAZRz0,1119.0,portfolio_disclosure,
237,pSoDUFdqVOU,2022最適合學的程式語言,https://www.youtube.com/watch?v=pSoDUFdqVOU,582.0,,
238,i4xNoRa20Qc,DeFi vs CeFi,https://www.youtube.com/watch?v=i4xNoRa20Qc,690.0,,
239,7A54_5MVH-8,我買了一個房子,https://www.youtube.com/watch?v=7A54_5MVH-8,624.0,real_estate,
240,G2w_6egpDvM,Terra復活計畫,https://www.youtube.com/watch?v=G2w_6egpDvM,507.0,,
241,LOZLE0oJWtY,LUNA UST 崩塌｜真相,https://www.youtube.com/watch?v=LOZLE0oJWtY,464.0,,
242,klErNfEgW6E,來美國留學怎麼選？,https://www.youtube.com/watch?v=klErNfEgW6E,535.0,,
243,lwsFycElqrs,我借了50萬美金,https://www.youtube.com/watch?v=lwsFycElqrs,576.0,,
244,BQ_mYbm6C9I,北美科技業大公司小公司怎麼選？,https://www.youtube.com/watch?v=BQ_mYbm6C9I,619.0,,
245,7gdjRNSCtoI,出國留學要花多少錢？ft. @ChenLily,https://www.youtube.com/watch?v=7gdjRNSCtoI,1160.0,,
246,QJhG_17DpRU,經濟衰退要來了？,https://www.youtube.com/watch?v=QJhG_17DpRU,549.0,,
247,qnp7KaEimo4,優化你的人生｜我去Florida了,https://www.youtube.com/watch?v=qnp7KaEimo4,415.0,,
248,feJf1if-r1M,如何勝任初級軟體工程師,https://www.youtube.com/watch?v=feJf1if-r1M,490.0,career_wealth,
249,FOry3r6yuDg,加密貨幣冷錢包教學,https://www.youtube.com/watch?v=FOry3r6yuDg,576.0,crypto;learning_tools,
250,c24laHz3Vmo,戰爭開打｜該割肉了？,https://www.youtube.com/watch?v=c24laHz3Vmo,83.0,,
251,GbuwJ7FcmaU,10萬訂閱Q&A,https://www.youtube.com/watch?v=GbuwJ7FcmaU,1524.0,,
252,tog6Ue7He9Q,美股/加密貨幣 全都暴跌,https://www.youtube.com/watch?v=tog6Ue7He9Q,545.0,crypto,
253,qefEi0grWeA,Anchor被動收入教學｜回答大家問題,https://www.youtube.com/watch?v=qefEi0grWeA,999.0,portfolio_disclosure;learning_tools,
254,Bo4_nVFpVps,2021年投資回顧｜未來看法,https://www.youtube.com/watch?v=Bo4_nVFpVps,541.0,,
255,P6XYXfePAsA,我的$550美金被動收入,https://www.youtube.com/watch?v=P6XYXfePAsA,592.0,portfolio_disclosure,
256,erlOBf7auSE,我婉拒了Google資深工程師的offer,https://www.youtube.com/watch?v=erlOBf7auSE,561.0,career_wealth,
257,_CjLipqZgUU,WFH工程師一整天開銷Vlog,https://www.youtube.com/watch?v=_CjLipqZgUU,508.0,career_wealth,
258,MsbzY6QbRVA,讓我拿到FAANG面試的履歷,https://www.youtube.com/watch?v=MsbzY6QbRVA,765.0,career_wealth,
259,A6TW2Oc4j7Q,為什麼我要面試｜你的職場護城河？,https://www.youtube.com/watch?v=A6TW2Oc4j7Q,422.0,career_wealth,
260,DtoLuOysaqQ,比特幣年底11萬美金？,https://www.youtube.com/watch?v=DtoLuOysaqQ,556.0,crypto,Bitcoin
261,DkirUmf4Asw,特斯拉$1200還能買嗎,https://www.youtube.com/watch?v=DkirUmf4Asw,499.0,equities_single_names,TSLA / Tesla
262,V4Ww3l9YFSo,我搬到西雅圖了｜回答網友美國工簽問題,https://www.youtube.com/watch?v=V4Ww3l9YFSo,443.0,,
263,7DTs5W4Zmuo,北美工程師週末耍廢Vlog ｜流下男人珍貴的眼淚,https://www.youtube.com/watch?v=7DTs5W4Zmuo,653.0,career_wealth,
264,xS5Lv7-bMYI,不僅僅是編程｜如何成為成功的工程師,https://www.youtube.com/watch?v=xS5Lv7-bMYI,471.0,career_wealth,
265,YAg2OTiFHBE,怎麼加強英文口說｜經驗分享,https://www.youtube.com/watch?v=YAg2OTiFHBE,663.0,,
266,KLjed4HMArA,我的Youtube頻道一年收入,https://www.youtube.com/watch?v=KLjed4HMArA,606.0,portfolio_disclosure,
267,02_xHMc_lBg,Google台灣人資長來了 ｜就是要聊薪水,https://www.youtube.com/watch?v=02_xHMc_lBg,1066.0,career_wealth,
268,S3wi54arf04,我的虛擬貨幣投資心法,https://www.youtube.com/watch?v=S3wi54arf04,495.0,,
269,CNsXroT21dU,為什麼我重倉特斯拉,https://www.youtube.com/watch?v=CNsXroT21dU,613.0,equities_single_names,TSLA / Tesla
270,1SyDth2hDpE,我打完疫苗了,https://www.youtube.com/watch?v=1SyDth2hDpE,500.0,,
271,rC-vbPLmx-8,Google台灣軟體工程師來了 ｜就是要聊薪水,https://www.youtube.com/watch?v=rC-vbPLmx-8,1078.0,career_wealth,
272,69BxQJmnaSU,我的居家辦公室,https://www.youtube.com/watch?v=69BxQJmnaSU,549.0,,
273,ASXM4-CQG8o,How to tech interview Like a Pro | ft.內褲面試官,https://www.youtube.com/watch?v=ASXM4-CQG8o,342.0,career_wealth,
274,xeEd1DEizNE,比特幣從月亮跌回地球了,https://www.youtube.com/watch?v=xeEd1DEizNE,508.0,crypto,Bitcoin
275,OjaK7nmCYCo,如何談薪水Like A Pro,https://www.youtube.com/watch?v=OjaK7nmCYCo,774.0,career_wealth,
276,5TDTxHZXiLE,為什麼投資比特幣,https://www.youtube.com/watch?v=5TDTxHZXiLE,644.0,crypto,Bitcoin
277,zomYKjlvJGU,系統設計面試6個技巧｜我面Google前的準備方法,https://www.youtube.com/watch?v=zomYKjlvJGU,734.0,career_wealth,
278,52XVsVj6b4E,公開我全部的資產配置與投資,https://www.youtube.com/watch?v=52XVsVj6b4E,655.0,portfolio_disclosure;index_or_factor,
279,x9sM5rI3tW8,我花將近$0讀完加拿大大學｜國際學生留學經驗,https://www.youtube.com/watch?v=x9sM5rI3tW8,817.0,,
280,cULgfb_v4GE,北美工程師在家工作的一天｜我自己的真實版,https://www.youtube.com/watch?v=cULgfb_v4GE,788.0,career_wealth,
281,Q3hEnlIHhoY,現在轉行工程師會太老嗎？,https://www.youtube.com/watch?v=Q3hEnlIHhoY,625.0,career_wealth,
282,dT_9yuPYems,通過GME事件看區塊鏈的崛起｜華爾街vs鄉民,https://www.youtube.com/watch?v=dT_9yuPYems,402.0,crypto,
283,3EkaxkNGXD8,最適合學的第一個程式語言是哪個(在2021年),https://www.youtube.com/watch?v=3EkaxkNGXD8,611.0,,
284,cMGT5XXAEWw,【Travel Vlog】墨西哥 猶加敦半島 自駕遊,https://www.youtube.com/watch?v=cMGT5XXAEWw,798.0,,
285,e32UtIo0C3c,【矽谷薪水】我拒絕了年薪1700萬台幣的工作｜60萬美金,https://www.youtube.com/watch?v=e32UtIo0C3c,546.0,career_wealth,
286,axpmhUKyixg,【早餐很重要】工程師早上吃什麼,https://www.youtube.com/watch?v=axpmhUKyixg,429.0,career_wealth,
287,vJcMEojoGxY,【轉行軟體工程師】我自己從非專業背景轉型成為軟體工程師的心路歷程｜經驗分享,https://www.youtube.com/watch?v=vJcMEojoGxY,857.0,career_wealth,
288,IXrpfHPqYfg,在家工作的軟體工程師都在幹嘛？,https://www.youtube.com/watch?v=IXrpfHPqYfg,341.0,career_wealth,
289,sFWfC72WWQY,【科技公司Offer拿到手軟】軟體工程師在北美找工作/跳槽的終極武器 ｜刷題是什麼？,https://www.youtube.com/watch?v=sFWfC72WWQY,968.0,career_wealth,
290,z6RnHqSuqUo,【被軟體工程師耽誤的歌手】雷射手術3年後 術後心得經驗分享,https://www.youtube.com/watch?v=z6RnHqSuqUo,869.0,career_wealth,
291,lr57dn0-Zmk,【隨便年薪千萬台幣?】揭秘加州軟體工程師每一個級別的薪水細節,https://www.youtube.com/watch?v=lr57dn0-Zmk,762.0,career_wealth,
